,age,sem,syn,coverage,selectivity,prominence
0,200,-2.565543322840713,-2.016114119013222,0.6774460708982392,1.3501371575556327,-1.7346414557447178
1,300,-1.471943648176146,-1.6861438765214536,1.088744730076831,0.9657606785231587,0.021953603135550944
2,400,-0.7328217870711524,-0.4537429262007431,0.9574868035788422,0.7608541121854672,1.473137137756898
3,500,-0.4958727978938388,-1.5189467469992994,2.591995429723476,2.161945140423229,-0.4355046993445957
4,600,-0.4770653585439941,-0.8200425736070206,0.0032833643795319185,0.9447540561010924,1.0591472651261664
5,700,0.18842437856008423,0.259355391121982,-0.5602607904533683,-0.0407050717922334,0.6949659008372333
6,800,0.9379085574731588,0.7790817672559146,-1.1590352908400838,-0.10989482455897208,1.6843701364647148
7,900,0.22382054945509355,0.6727778804170407,-0.8101773716891237,-0.33861962830816067,0.2274534854042746
8,1000,0.15935860337909702,0.15632933808292002,0.4332796066269903,0.3931049472109332,0.6055781033119086
9,1100,-0.7282356776032035,-0.002689584830259979,0.8009921629187305,0.44075245232132193,-0.9401353211392527
10,1200,0.8394943707145498,-0.3771913420650223,-0.0639860400198935,-0.6945551808890168,-1.5009856995982895
11,1300,0.9861895539171166,0.6531043826800297,-0.05303041242718719,-0.9467845571435136,-0.11589343338865124
12,1400,1.0789625528353786,1.0395593122742608,-0.8460441288433684,-1.1154678166951122,1.000874315434458
13,1500,-0.08435460234968903,0.8997590186946259,-0.6309899029494567,-0.6738801622459961,-0.36974336543762654
14,1600,0.5360589588203192,0.3660031654055183,-1.2585957220469126,-1.4760421457303867,-0.7743477966737462
15,1700,1.186804098521489,0.8465222158161093,-0.891210553842036,-0.9711238446661722,-0.9382549653338936
16,1800,0.41881557080241977,1.2023786974886332,-0.27989795509097026,-0.6502353122912106,0.04202678918955367
