,age,sem,syn,coverage,selectivity,prominence
0,200,-2.565543322840713,-2.016114119013222,0.5637072236481294,1.1551030356996215,-2.2700048361606053
1,300,-1.471943648176146,-1.6861438765214536,1.2903547518282799,2.4916872473656944,-0.9897594122660504
2,400,-0.7328217870711524,-0.4537429262007431,1.4227546051460924,0.49425201711986444,1.4242075344978185
3,500,-0.4958727978938388,-1.5189467469992994,2.1636718386287033,1.2353395579349697,-0.32324231365839806
4,600,-0.4770653585439941,-0.8200425736070206,0.512062467835452,0.5475173314589429,0.7332727590482773
5,700,0.18842437856008423,0.259355391121982,-0.7635952601045694,-0.682649397016176,0.7925490116936144
6,800,0.9379085574731588,0.7790817672559146,-0.9953297853849974,-1.1117505575906017,1.4638702568427011
7,900,0.22382054945509355,0.6727778804170407,-0.15642989571077334,-0.1483720415760515,0.5302280317601628
8,1000,0.15935860337909702,0.15632933808292002,0.3780692212401297,0.19866248407500764,1.0738420534389026
9,1100,-0.7282356776032035,-0.002689584830259979,0.8916762363195955,-0.0071899735589219535,-0.315319305945996
10,1200,0.8394943707145498,-0.3771913420650223,-0.2742938145004212,0.6335414589750835,-0.7490325111704963
11,1300,0.9861895539171166,0.6531043826800297,-0.6051584634553578,-1.0793317607278345,-0.04430905103166579
12,1400,1.0789625528353786,1.0395593122742608,-0.9244383760599129,-0.4699404526112573,0.7704738339514181
13,1500,-0.08435460234968903,0.8997590186946259,-0.9997084939569578,-0.9020329408326437,-0.22620375182258115
14,1600,0.5360589588203192,0.3660031654055183,-1.0954546731605599,-1.115060456600971,-1.0397525544777442
15,1700,1.186804098521489,0.8465222158161093,-0.81905275326944,-0.5462180041033997,-0.7746665391914106
16,1800,0.41881557080241977,1.2023786974886332,-0.5888348290434826,-0.6935575480113002,-0.05615320550793487
